variable_specification,sample_group
physparam_waso_k_metal,1345
physparam_waso_k_nappies,1346
physparam_waso_k_other,1347
physparam_waso_k_paper,1348
physparam_waso_k_plastic,1349
physparam_waso_k_rubber_leather,1350
physparam_waso_k_sludge,1351
physparam_waso_k_textiles,1352
physparam_waso_k_wood,1353
physparam_waso_k_yard,1354
pij_lndu_croplands_to_croplands,36
pij_lndu_croplands_to_forests_mangroves,36
pij_lndu_croplands_to_forests_primary,36
pij_lndu_croplands_to_forests_secondary,36
pij_lndu_croplands_to_grasslands,36
pij_lndu_croplands_to_other,36
pij_lndu_croplands_to_settlements,36
pij_lndu_croplands_to_wetlands,36
pij_lndu_forests_mangroves_to_croplands,37
pij_lndu_forests_mangroves_to_forests_mangroves,37
pij_lndu_forests_mangroves_to_forests_primary,37
pij_lndu_forests_mangroves_to_forests_secondary,37
pij_lndu_forests_mangroves_to_grasslands,37
pij_lndu_forests_mangroves_to_other,37
pij_lndu_forests_mangroves_to_settlements,37
pij_lndu_forests_mangroves_to_wetlands,37
pij_lndu_forests_primary_to_croplands,38
pij_lndu_forests_primary_to_forests_mangroves,38
pij_lndu_forests_primary_to_forests_primary,38
pij_lndu_forests_primary_to_forests_secondary,38
pij_lndu_forests_primary_to_grasslands,38
pij_lndu_forests_primary_to_other,38
pij_lndu_forests_primary_to_settlements,38
pij_lndu_forests_primary_to_wetlands,38
pij_lndu_forests_secondary_to_croplands,39
pij_lndu_forests_secondary_to_forests_mangroves,39
pij_lndu_forests_secondary_to_forests_primary,39
pij_lndu_forests_secondary_to_forests_secondary,39
pij_lndu_forests_secondary_to_grasslands,39
pij_lndu_forests_secondary_to_other,39
pij_lndu_forests_secondary_to_settlements,39
pij_lndu_forests_secondary_to_wetlands,39
pij_lndu_grasslands_to_croplands,40
pij_lndu_grasslands_to_forests_mangroves,40
pij_lndu_grasslands_to_forests_primary,40
pij_lndu_grasslands_to_forests_secondary,40
pij_lndu_grasslands_to_grasslands,40
pij_lndu_grasslands_to_other,40
pij_lndu_grasslands_to_settlements,40
pij_lndu_grasslands_to_wetlands,40
pij_lndu_other_to_croplands,41
pij_lndu_other_to_forests_mangroves,41
pij_lndu_other_to_forests_primary,41
pij_lndu_other_to_forests_secondary,41
pij_lndu_other_to_grasslands,41
pij_lndu_other_to_other,41
pij_lndu_other_to_settlements,41
pij_lndu_other_to_wetlands,41
pij_lndu_settlements_to_croplands,42
pij_lndu_settlements_to_forests_mangroves,42
pij_lndu_settlements_to_forests_primary,42
pij_lndu_settlements_to_forests_secondary,42
pij_lndu_settlements_to_grasslands,42
pij_lndu_settlements_to_other,42
pij_lndu_settlements_to_settlements,42
pij_lndu_settlements_to_wetlands,42
pij_lndu_wetlands_to_croplands,43
pij_lndu_wetlands_to_forests_mangroves,43
pij_lndu_wetlands_to_forests_primary,43
pij_lndu_wetlands_to_forests_secondary,43
pij_lndu_wetlands_to_grasslands,43
pij_lndu_wetlands_to_other,43
pij_lndu_wetlands_to_settlements,43
pij_lndu_wetlands_to_wetlands,43
pop_lvst_initial_buffalo,1355
pop_lvst_initial_cattle_dairy,1356
pop_lvst_initial_cattle_nondairy,1357
pop_lvst_initial_chickens,1358
pop_lvst_initial_goats,1359
pop_lvst_initial_horses,1360
pop_lvst_initial_mules,1361
pop_lvst_initial_pigs,1362
pop_lvst_initial_sheep,1363
population_gnrl_rural,1364
population_gnrl_urban,1365
prodinit_ippu_cement_tonne,1366
prodinit_ippu_chemicals_tonne,1367
prodinit_ippu_electronics_tonne,1368
prodinit_ippu_glass_tonne,1369
prodinit_ippu_lime_and_carbonite_tonne,1370
prodinit_ippu_metals_tonne,1371
prodinit_ippu_mining_tonne,1372
prodinit_ippu_paper_tonne,1373
prodinit_ippu_plastic_tonne,1374
prodinit_ippu_recycled_glass_tonne,1375
prodinit_ippu_recycled_metals_tonne,1376
prodinit_ippu_recycled_paper_tonne,1377
prodinit_ippu_recycled_plastic_tonne,1378
prodinit_ippu_recycled_rubber_and_leather_tonne,1379
prodinit_ippu_recycled_textiles_tonne,1380
prodinit_ippu_rubber_and_leather_tonne,1381
prodinit_ippu_textiles_tonne,1382
prodinit_ippu_wood_tonne,1383
qty_ccsq_mt_co2_captured_sequestered_by_direct_air_capture,1384
qty_frst_biomass_consumed_by_fire_temperate_mangroves_tonne_per_ha,1385
qty_frst_biomass_consumed_by_fire_temperate_primary_tonne_per_ha,1386
qty_frst_biomass_consumed_by_fire_temperate_secondary_tonne_per_ha,1387
qty_frst_biomass_consumed_by_fire_tropical_mangroves_tonne_per_ha,1388
qty_frst_biomass_consumed_by_fire_tropical_primary_tonne_per_ha,1389
qty_frst_biomass_consumed_by_fire_tropical_secondary_tonne_per_ha,1390
qty_ippu_cement_tonne_cod_per_m3_ww,1391
qty_ippu_chemicals_tonne_cod_per_m3_ww,1392
qty_ippu_electronics_tonne_cod_per_m3_ww,1393
qty_ippu_glass_tonne_cod_per_m3_ww,1394
qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww,1395
qty_ippu_metals_tonne_cod_per_m3_ww,1396
qty_ippu_paper_tonne_cod_per_m3_ww,1397
qty_ippu_plastic_tonne_cod_per_m3_ww,1398
qty_ippu_recycled_metals_tonne_cod_per_m3_ww,1399
qty_ippu_recycled_paper_tonne_cod_per_m3_ww,1400
qty_ippu_recycled_plastic_tonne_cod_per_m3_ww,1401
qty_ippu_recycled_rubber_and_leather_tonne_cod_per_m3_ww,1402
qty_ippu_recycled_textiles_tonne_cod_per_m3_ww,1403
qty_ippu_rubber_and_leather_tonne_cod_per_m3_ww,1404
qty_ippu_textiles_tonne_cod_per_m3_ww,1405
qty_ippu_wood_tonne_cod_per_m3_ww,1406
qty_lsmm_nitrogen_in_bedding_kg_per_head_deep_bedding,1407
qty_lsmm_nitrogen_in_bedding_kg_per_head_storage_solid,1408
qty_lvst_daily_dry_matter_consumed_buffalo_kg,1409
qty_lvst_daily_dry_matter_consumed_cattle_dairy_kg,1410
qty_lvst_daily_dry_matter_consumed_cattle_nondairy_kg,1411
qty_lvst_daily_dry_matter_consumed_chickens_kg,1412
qty_lvst_daily_dry_matter_consumed_goats_kg,1413
qty_lvst_daily_dry_matter_consumed_horses_kg,1414
qty_lvst_daily_dry_matter_consumed_mules_kg,1415
qty_lvst_daily_dry_matter_consumed_pigs_kg,1416
qty_lvst_daily_dry_matter_consumed_sheep_kg,1417
qty_protein_per_capita_kg,1418
qty_soil_organic_c_stock_dry_climate_tonne_per_ha,1419
qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha,1420
qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha,1421
qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha,1422
qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha,1423
qty_soil_organic_c_stock_tropical_forest_tonne_per_ha,1424
qty_soil_organic_c_stock_wet_climate_tonne_per_ha,1425
qty_wali_m3_ww_domestic_rural_per_capita,1426
qty_wali_m3_ww_domestic_urban_per_capita,1427
qty_wali_m3_ww_industrial_per_gdp,1428
qty_waso_annual_waste_collected_tonne_per_vehicle,1429
qty_waso_industrial_waste_kt_per_mmm_gdp,1430
qty_waso_initial_municipal_waste_tonne_per_capita,1431
qtyinit_soil_liming_dolomite_applied_to_soils_kt,1432
qtyinit_soil_liming_limestone_applied_to_soils_kt,1433
qtyinit_soil_synthetic_fertilizer_kt,1434
ratio_agrc_above_ground_residue_to_yield_cereals,1435
ratio_agrc_above_ground_residue_to_yield_other_annual,1436
ratio_agrc_above_ground_residue_to_yield_pulses,1437
ratio_agrc_above_ground_residue_to_yield_rice,1438
ratio_agrc_above_ground_residue_to_yield_tubers,1439
ratio_agrc_below_ground_to_above_ground_biomass_cereals,1440
ratio_agrc_below_ground_to_above_ground_biomass_other_annual,1441
ratio_agrc_below_ground_to_above_ground_biomass_pulses,1442
ratio_agrc_below_ground_to_above_ground_biomass_rice,1443
ratio_agrc_below_ground_to_above_ground_biomass_tubers,1444
ratio_ippu_production_to_harvested_wood_demand_paper,1445
ratio_ippu_production_to_harvested_wood_demand_wood,1446
ratio_lsmm_n2_to_n2o,1447
ratio_soil_organic_matter_c_to_n,1448
regressionb_agrc_above_ground_residue_cereals_kg_per_ha,1449
regressionb_agrc_above_ground_residue_other_annual_kg_per_ha,1450
regressionb_agrc_above_ground_residue_pulses_kg_per_ha,1451
regressionb_agrc_above_ground_residue_rice_kg_per_ha,1452
regressionb_agrc_above_ground_residue_tubers_kg_per_ha,1453
regressionm_agrc_above_ground_residue_cereals_kg_per_ha,1454
regressionm_agrc_above_ground_residue_other_annual_kg_per_ha,1455
regressionm_agrc_above_ground_residue_pulses_kg_per_ha,1456
regressionm_agrc_above_ground_residue_rice_kg_per_ha,1457
regressionm_agrc_above_ground_residue_tubers_kg_per_ha,1458
scalar_inen_energy_demand_cement,1459
scalar_inen_energy_demand_chemicals,1460
scalar_inen_energy_demand_electronics,1461
scalar_inen_energy_demand_glass,1462
scalar_inen_energy_demand_lime_and_carbonite,1463
scalar_inen_energy_demand_metals,1464
scalar_inen_energy_demand_mining,1465
scalar_inen_energy_demand_other_product_manufacturing,1466
scalar_inen_energy_demand_paper,1467
scalar_inen_energy_demand_plastic,1468
scalar_inen_energy_demand_recycled_glass,1469
scalar_inen_energy_demand_recycled_metals,1470
scalar_inen_energy_demand_recycled_paper,1471
scalar_inen_energy_demand_recycled_plastic,1472
scalar_inen_energy_demand_recycled_rubber_and_leather,1473
scalar_inen_energy_demand_recycled_textiles,1474
scalar_inen_energy_demand_recycled_wood,1475
scalar_inen_energy_demand_rubber_and_leather,1476
scalar_inen_energy_demand_textiles,1477
scalar_inen_energy_demand_wood,1478
scalar_lndu_vegetarian_dietary_exchange,1479
scalar_lvst_carrying_capacity,45
scalar_scoe_appliance_energy_demand_commercial_municipal,46
scalar_scoe_appliance_energy_demand_other_se,1480
scalar_scoe_appliance_energy_demand_residential,46
scalar_scoe_heat_energy_demand_commercial_municipal,47
scalar_scoe_heat_energy_demand_other_se,1481
scalar_scoe_heat_energy_demand_residential,47
timespan_ippu_average_lifetime_of_housing,1482
useinit_ippu_product_use_lubricants_kt,1483
useinit_ippu_product_use_paraffin_wax_kt,1484
vkmt_per_vehicle_waso,1485
vol_ippu_cement_m3_ww_per_tonne_production,1486
vol_ippu_chemicals_m3_ww_per_tonne_production,1487
vol_ippu_electronics_m3_ww_per_tonne_production,1488
vol_ippu_glass_m3_ww_per_tonne_production,1489
vol_ippu_lime_and_carbonite_m3_ww_per_tonne_production,1490
vol_ippu_metals_m3_ww_per_tonne_production,1491
vol_ippu_paper_m3_ww_per_tonne_production,1492
vol_ippu_plastic_m3_ww_per_tonne_production,1493
vol_ippu_recycled_glass_m3_ww_per_tonne_production,1494
vol_ippu_recycled_metals_m3_ww_per_tonne_production,1495
vol_ippu_recycled_paper_m3_ww_per_tonne_production,1496
vol_ippu_recycled_plastic_m3_ww_per_tonne_production,1497
vol_ippu_recycled_rubber_and_leather_m3_ww_per_tonne_production,1498
vol_ippu_recycled_textiles_m3_ww_per_tonne_production,1499
vol_ippu_rubber_and_leather_m3_ww_per_tonne_production,1500
vol_ippu_textiles_m3_ww_per_tonne_production,1501
vol_ippu_wood_m3_ww_per_tonne_production,1502
yf_agrc_bevs_and_spices_tonne_ha,2
yf_agrc_cereals_tonne_ha,2
yf_agrc_fibers_tonne_ha,2
yf_agrc_fruits_tonne_ha,2
yf_agrc_herbs_and_other_perennial_crops_tonne_ha,2
yf_agrc_nuts_tonne_ha,2
yf_agrc_other_annual_tonne_ha,2
yf_agrc_other_woody_perennial_tonne_ha,2
yf_agrc_pulses_tonne_ha,2
yf_agrc_rice_tonne_ha,2
yf_agrc_sugar_cane_tonne_ha,2
yf_agrc_tubers_tonne_ha,2
yf_agrc_vegetables_and_vines_tonne_ha,2
